;;;;;;;;;;;;;;;;;;;;;;;;;
026435;INSTITUCION EDUCATIVA IGNACIO BOTERO VALLEJO;05607;RETIRO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;46,53;46,29;45,58;45,44;41,59;42,46;46,40;43,64;9,66;4,92;6,43;7,84;8,28;7,89;6,31;8,72;109;20122
026450;ESCUELA NORMAL SUPERIOR LA PRESENTACION DE SOATA;15753;SOATA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;48,40;47,00;42,77;46,43;43,81;47,47;47,40;44,49;8,89;5,72;8,12;5,79;6,35;6,62;5,80;6,69;53;20122
026468;COLEGIO JUAN JOSE RONDON;85250;PAZ DE ARIPORO;CASANARE;A;OFICIAL;COMPLETA U ORDINARIA;45,69;45,62;44,27;46,25;40,53;42,11;44,75;43,35;10,01;5,84;6,82;6,70;7,90;6,36;6,23;7,67;103;20122
026518;INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;46,36;45,29;43,80;46,54;41,56;45,08;47,69;45,35;11,35;5,92;7,22;7,16;8,47;10,21;7,19;8,14;213;20122
026542;COLEGIO DEPARTAMENTAL NACIONALIZADO DE CAQUEZA;25151;CAQUEZA;CUNDINAMARCA;A;OFICIAL;MAÑANA;47,01;47,13;45,08;45,41;40,74;42,65;45,38;45,41;10,02;6,10;6,69;7,80;7,84;6,86;5,93;8,38;138;20122
026559;COLEGIO DEPARTAMENTAL TECNICO DE ORIENTE;25841;UBAQUE;CUNDINAMARCA;A;OFICIAL;COMPLETA U ORDINARIA;44,52;45,98;43,36;44,94;41,89;39,95;45,38;44,41;9,22;5,42;7,13;6,48;7,84;5,99;6,19;7,39;81;20122
026567;INSTITUCION EDUCATIVA AGROPECUARIA GUSTAVO POSADA;27361;ITSMINA;CHOCO;A;OFICIAL;COMPLETA U ORDINARIA;40,20;41,80;41,35;37,40;31,95;37,10;41,10;37,85;6,47;3,21;5,17;5,63;7,34;4,78;6,90;6,89;20;20122
026591;COLEGIO NACIONAL JOSE MARIA HERNANDEZ;86573;PUERTO  LEGUIZAMO;PUTUMAYO;A;OFICIAL;MAÑANA;44,38;44,33;43,75;46,25;42,58;43,26;46,60;46,10;9,91;5,71;6,63;6,45;7,78;6,64;6,48;8,05;81;20122
026625;INSTITUCION EDUCATIVA JOSE MARIA CORDOBA;23001;MONTERIA;CORDOBA;A;OFICIAL;NOCHE;40,67;42,20;42,98;40,69;35,36;38,13;42,62;39,11;8,91;4,96;6,45;6,50;7,72;6,23;4,67;6,74;45;20122
026641;COLEGIO OFICIAL SARA OSPINA GRISALES;17653;SALAMINA;CALDAS;A;OFICIAL;COMPLETA U ORDINARIA;43,91;44,12;42,23;43,05;40,00;41,07;46,53;43,30;7,78;4,06;5,61;7,18;10,34;6,28;5,32;7,42;43;20122
026658;INSTITUTO UNIVERSITARIO;17001;MANIZALES;CALDAS;A;OFICIAL;TARDE;51,12;50,15;46,66;47,15;44,21;47,56;49,03;47,38;10,98;6,23;8,07;8,07;7,82;9,28;6,37;7,85;149;20122
026674;NORMAL DEPARTAMENTAL MARIA AUXILIADORA BACHILLERATO NOCTURNO;25873;VILLAPINZON;CUNDINAMARCA;A;OFICIAL;NOCHE;40,83;40,31;41,89;42,36;37,28;38,19;42,86;42,81;8,65;4,87;6,61;5,10;7,24;5,67;4,78;5,68;36;20122
026682;INEM SANTIAGO PEREZ TUNAL;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;46,15;45,77;43,54;44,52;40,39;42,84;46,82;44,44;9,85;5,42;7,27;7,08;8,73;7,32;6,47;8,37;200;20122
026690;COLEGIO NACIONAL INTEGRADO DE BACHILLERATO;50689;SAN MARTIN;META;A;OFICIAL;NOCHE;38,89;41,67;41,94;40,44;36,67;38,78;42,89;40,67;6,74;4,54;5,23;6,13;6,96;6,47;5,43;5,94;18;20122
026724;INSTITUCION EDUCATIVA COLEGIO JOSE EUSEBIO CARO;54498;OCAÑA;NORTE SANTANDER;A;OFICIAL;TARDE;45,94;46,94;46,30;45,54;41,76;42,37;44,99;43,67;11,01;6,38;6,21;6,96;7,84;5,48;5,67;8,06;67;20122
026740;COLEGIO DEPARTAMENTAL NUESTRA SEÑORA DE LAS ANGUSTIAS;54377;LABATECA;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;47,66;46,95;47,00;46,92;39,95;44,58;46,03;44,63;7,59;5,21;5,43;5,69;8,38;6,26;5,15;8,03;38;20122
026849;COLEGIO NACIONAL SAN ISIDORO;73268;ESPINAL;TOLIMA;A;OFICIAL;TARDE;43,15;43,90;43,17;42,85;38,31;41,32;44,50;41,59;8,67;5,25;6,94;6,21;8,43;7,47;6,12;7,77;98;20122
026856;COLEGIO DE LA SAGRADA FAMILIA;27361;ITSMINA;CHOCO;A;OFICIAL;COMPLETA U ORDINARIA;40,11;42,47;41,76;40,02;35,76;37,56;42,50;39,03;9,98;4,42;7,95;6,48;7,25;5,16;6,72;7,02;62;20122
026864;COLEGIO SAN JOSE;76400;LA UNION;VALLE;A;OFICIAL;MAÑANA;50,56;48,88;45,44;49,58;43,27;47,93;49,33;49,83;10,78;6,52;7,45;7,44;9,11;8,26;5,41;8,80;81;20122
026880;COLEGIO DE BACHILLERATO DE GALERAS;70235;GALERAS (NUEVA GRANADA);SUCRE;A;OFICIAL;MAÑANA;48,53;46,87;46,34;47,67;43,13;42,90;49,63;46,99;10,17;6,26;7,45;7,13;7,82;5,80;6,96;8,19;134;20122
026914;ESCUELA NORMAL SUPERIOR DEL PUTUMAYO;86749;SIBUNDOY;PUTUMAYO;A;OFICIAL;COMPLETA U ORDINARIA;46,69;47,84;45,25;46,12;42,56;43,60;47,68;46,30;10,96;6,52;8,53;7,39;7,34;6,71;6,11;9,46;81;20122
026922;COLEGIO DEPARTAMENTAL INTEGRADO SALESIANO MIGUEL UNIA;25001;AGUA DE DIOS;CUNDINAMARCA;A;OFICIAL;MAÑANA;43,93;44,65;43,09;44,08;38,99;41,73;45,61;42,98;9,91;5,16;6,41;7,03;7,91;7,39;6,45;7,60;120;20122
026930;LICEO CATOLICO;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;53,86;51,67;48,33;54,06;47,78;53,56;52,61;52,08;10,85;5,89;7,63;8,48;7,82;10,69;5,91;8,96;36;20122
026948;COLEGIO OFICIAL MIXTO INMACULADA CONCEPCION;73411;LIBANO;TOLIMA;A;OFICIAL;MAÑANA;47,32;49,21;47,21;46,26;40,68;51,47;46,47;44,16;9,01;5,21;7,47;7,53;8,17;7,23;5,30;8,16;19;20122
026955;INSTITUCION EDUCATIVA DISTRITAL REPUBLICA DE COLOMBIA;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;47,63;48,25;45,42;48,52;43,63;46,32;49,14;46,68;10,16;6,35;8,44;7,28;7,99;9,18;5,86;7,30;134;20122
026963;COLEGIO DEPARTAMENTAL INTEGRADO LA FLORIDA;25040;ANOLAIMA;CUNDINAMARCA;A;OFICIAL;COMPLETA U ORDINARIA;46,44;46,36;44,10;45,23;41,64;43,38;44,51;43,72;10,54;5,18;7,20;7,28;6,95;6,74;5,14;7,93;39;20122
026997;INSTITUTO NACIONAL DE PROMOCION SOCIAL;25878;VIOTA;CUNDINAMARCA;A;OFICIAL;COMPLETA U ORDINARIA;48,47;43,29;44,74;43,50;40,35;40,76;46,06;45,74;8,84;5,18;7,68;6,76;7,22;4,63;5,23;7,63;34;20122
027011;ASPAEN GIMNASIO CARTAGENA DE INDIAS;13001;CARTAGENA;BOLIVAR;B;NO OFICIAL;COMPLETA U ORDINARIA;68,17;58,93;61,57;56,30;58,90;83,97;62,03;56,57;10,51;7,55;9,01;7,17;11,40;8,80;6,59;6,35;30;20121
027029;INSTITUTO SAN GREGORIO MAGNO;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;44,00;44,96;46,50;44,00;42,04;47,08;48,33;43,79;9,79;4,09;5,56;7,54;10,43;9,11;5,35;9,59;24;20122
027045;COLEGIO PRIMITIVO CRESPO;76616;RIOFRIO;VALLE;A;OFICIAL;MAÑANA;41,44;43,41;43,02;42,39;41,07;38,81;44,02;40,83;9,29;4,70;5,48;7,39;7,78;5,43;5,48;6,52;54;20122
027060;INSTITUTO TECNICO AGRICOLA;54660;SALAZAR;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;44,54;43,46;42,27;42,58;38,00;40,12;42,42;41,04;8,51;4,24;6,10;7,33;7,81;4,97;6,59;5,86;26;20122
027078;COLEGIO DEPARTAMENTAL INTEGRADO;25898;ZIPACON;CUNDINAMARCA;A;OFICIAL;COMPLETA U ORDINARIA;41,65;45,59;45,97;43,03;40,85;39,03;44,65;42,88;9,27;4,49;7,99;7,31;9,50;9,03;5,95;7,41;34;20122
027086;COLEGIO ANTONIO RICAURTE;15686;SANTANA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;46,21;46,19;43,03;44,69;39,43;40,36;45,41;43,75;9,20;5,47;7,03;6,73;7,99;5,70;5,91;8,08;108;20122
027094;COLEGIO TECNICO INDUSTRIAL RAFAEL POMBO;81736;SARAVENA;ARAUCA;A;OFICIAL;MAÑANA;54,42;48,66;49,49;47,68;42,82;46,45;47,84;46,40;10,14;6,08;7,68;6,52;6,96;8,59;6,45;7,98;77;20122
027102;CIUDAD ESCOLAR COMFENALCO;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;MAÑANA;55,81;51,68;53,83;50,89;47,45;54,57;53,98;51,07;12,54;6,67;9,76;7,55;7,62;11,75;6,12;7,58;323;20122
027110;INSTITUTO AGRICOLA;15696;SANTA SOFIA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;45,06;44,92;43,86;42,44;37,39;39,00;44,69;42,22;8,52;5,03;6,45;7,45;8,76;5,26;6,04;8,29;36;20122
027136;LICEO MIXTO MALABAR;17001;MANIZALES;CALDAS;A;OFICIAL;MAÑANA;46,60;46,87;45,51;44,89;40,11;44,32;45,94;44,62;10,15;6,07;6,97;8,25;8,06;9,83;6,89;10,57;47;20122
027144;COLEGIO NACIONALIZADO DE BACHILLERATO SAN JOSE;70429;MAJAGUAL;SUCRE;A;OFICIAL;COMPLETA U ORDINARIA;40,77;41,66;41,47;41,70;37,10;37,85;43,18;39,19;8,67;4,55;5,76;6,67;8,01;6,44;5,47;7,22;102;20122
027151;COLEGIO NACIONALIZADO SAGRADO CORAZON DE JESUS;47551;PIVIJAY;MAGDALENA;A;OFICIAL;MAÑANA;46,20;46,10;43,38;44,22;40,12;43,14;46,00;43,44;11,62;7,14;7,99;8,23;9,20;9,09;6,11;8,31;50;20122
027193;COLEGIO DEPARTAMENTAL JUAN XXIII;23586;PURISIMA;CORDOBA;A;OFICIAL;COMPLETA U ORDINARIA;41,47;43,41;42,18;42,48;37,09;38,85;43,32;40,57;9,40;5,44;6,67;6,98;9,32;5,33;5,85;8,03;113;20122
027201;COLEGIO NACIONALIZADO NUESTRA SEÑORA DEL ROSARIO;15720;SATIVANORTE;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;46,56;48,52;44,96;46,78;40,56;40,15;45,52;45,63;16,23;5,38;6,07;9,21;9,22;6,63;10,66;12,99;27;20122
027219;COLEGIO OFICIAL CARLOS BLANCO NASSAR;73043;ANZOATEGUI;TOLIMA;A;OFICIAL;TARDE;47,04;45,13;43,23;46,02;41,23;43,04;46,46;44,38;11,14;5,89;6,38;6,57;9,04;6,44;7,46;8,50;48;20122
027235;INSTITUCION EDUCATIVA  AGUSTIN NIETO CABALLERO;76001;CALI;VALLE;A;OFICIAL;TARDE;45,34;46,02;44,31;46,28;41,80;43,07;47,05;45,07;10,57;5,61;7,39;7,24;7,61;8,27;6,07;8,29;107;20122
027268;COLEGIO NUESTRA SEÑORA DE LA MERCED;54480;MUTISCUA;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;48,70;48,98;48,48;49,00;42,03;43,98;48,10;47,00;9,24;5,84;6,94;6,58;8,37;5,01;6,18;7,83;40;20122
027276;INSTITUCION EDUCATIVA DISTRITAL EXTERNADO NACIONAL CAMILO TORRES;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;47,38;46,44;45,87;47,10;42,18;44,38;48,06;45,52;11,52;5,68;8,12;7,55;8,01;7,54;6,53;9,38;112;20122
027318;COLEGIO PARROQUIAL NUESTRA SEÑORA DE LA VALVANERA;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;51,46;49,63;44,92;47,92;41,71;51,67;49,27;47,38;8,77;4,77;7,85;7,82;6,78;9,68;5,77;6,45;48;20122
027342;INSTITUCION EDUCATIVA DISTRITAL INTEGRADO DE FONTIBON;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;48,02;46,59;44,29;45,59;40,23;45,18;48,48;45,25;11,79;5,64;7,53;5,70;8,52;6,41;5,72;8,51;56;20122
027367;INSTITUCION EDUCATIVA DISTRITAL SORRENTO - SAN RAFAEL;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;49,62;49,77;45,10;48,00;44,68;46,05;49,48;47,62;10,89;6,23;7,14;6,79;6,81;7,13;5,11;6,84;79;20122
027375;INSTITUCION EDUCATIVA DISTRITAL  COSTA RICA;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;47,40;46,04;44,93;45,77;42,88;46,15;47,32;45,78;10,08;5,23;6,84;6,96;7,80;8,14;6,76;8,23;121;20122
027383;COLEGIO SAN JUAN BOSCO;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;49,25;48,77;45,91;49,65;46,94;52,11;52,78;49,83;9,44;5,24;6,32;6,37;7,51;9,49;5,88;6,60;65;20122
027391;INSTITUTO JOSE MARTINEZ RUIZ;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;47,29;45,76;45,57;47,95;43,19;46,90;49,14;48,71;7,97;5,10;6,12;5,76;8,41;8,60;5,60;8,42;21;20122
027417;COLEGIO ATENIENSE;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;44,10;44,38;46,05;44,52;43,67;42,95;46,86;43,29;11,20;5,58;7,69;7,21;7,44;5,54;4,84;6,01;21;20122
027433;INSTITUTO SANTANDER;25290;FUSAGASUGA;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;50,29;46,92;45,24;48,50;42,47;42,95;46,03;45,87;9,79;4,62;6,31;6,88;7,18;5,46;6,09;7,99;38;20122
027441;COLEGIO NACIONAL CLEMENCIA DE CAYCEDO INSTITUCION EDUCATIVA DISTRITAL;11001;BOGOTÁ D.C.;BOGOTA;F;OFICIAL;NOCHE;40,65;43,94;43,39;42,96;40,10;39,55;44,53;41,20;11,18;5,12;6,00;6,25;7,31;7,23;6,14;7,90;51;20122
027441;COLEGIO NACIONAL CLEMENCIA DE CAYCEDO INSTITUCION EDUCATIVA DISTRITAL;11001;BOGOTÁ D.C.;BOGOTA;F;OFICIAL;NOCHE;45,05;42,59;40,05;44,09;38,59;40,68;49,73;43,32;7,46;6,99;9,07;7,40;8,03;6,46;5,24;6,55;22;20121
027466;GIMNASIO LOS ANGELES;11001;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;48,38;45,31;44,45;46,94;42,27;46,69;48,38;45,30;9,16;5,47;7,47;6,31;8,55;9,46;6,53;8,64;64;20122
027490;COLEGIO DEPARTAMENTAL MANUELA AYALA DE GAITAN;25269;FACATATIVA;CUNDINAMARCA;A;OFICIAL;TARDE;47,09;47,03;43,52;45,69;42,47;45,84;46,87;46,00;10,01;4,96;6,90;6,00;8,33;9,44;8,40;9,02;75;20122
027516;COLEGIO DISTRITAL SIMON BOLIVAR;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;48,45;45,36;44,94;45,83;38,55;42,42;46,35;42,89;10,79;6,90;7,71;7,72;9,06;6,46;5,94;7,81;66;20122
027524;COLEGIO DISTRITAL SIMON BOLIVAR;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;52,73;49,30;46,71;48,19;44,15;49,57;50,95;48,34;11,27;5,75;7,25;6,72;7,04;10,30;5,92;8,05;100;20122
027532;INSTITUCION EDUCATIVA DISTRITAL DE CULTURA POPULAR;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;47,32;46,87;45,12;46,95;42,40;45,91;48,53;46,95;9,49;5,18;6,64;6,61;8,62;8,40;6,47;8,10;114;20122
027540;COLEGIO LATINOAMERICANO;13001;CARTAGENA;BOLIVAR;A;NO OFICIAL;TARDE;48,98;52,13;47,83;49,85;44,53;49,53;50,18;50,75;9,11;5,95;8,28;7,80;9,87;10,55;5,25;7,02;40;20122
027565;COLEGIO DISTRITAL JORGE ELIECER GAITAN;11001;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;47,52;47,18;44,10;47,32;43,34;44,78;49,44;46,78;8,99;5,73;7,28;6,63;6,94;7,97;5,63;7,29;50;20122
027631;COLEGIO NACIONALIZADO SAN IGNACIO;15842;UMBITA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;48,46;44,90;44,23;45,17;41,17;42,35;46,44;44,75;10,49;5,12;6,69;6,43;6,40;5,43;4,76;5,76;52;20122
027656;INSTITUCION EDUCATIVA SAN MIGUEL;73678;SAN LUIS;TOLIMA;A;OFICIAL;MAÑANA;45,75;49,65;45,30;47,68;37,92;40,80;45,75;44,08;10,60;6,39;7,42;7,13;9,17;7,17;6,05;7,82;71;20122
027672;COLEGIO NACIONALIZADO DE BACHILLERATO BENICIO AGUDELO;23807;TIERRALTA;CORDOBA;A;OFICIAL;MAÑANA;44,76;45,82;44,55;42,85;41,78;38,83;45,70;43,72;10,01;5,37;6,15;6,65;6,25;6,16;5,82;6,15;88;20122
027680;COLEGIO DEPARTAMENTAL INTEGRADO DE ANAPOIMA;25035;ANAPOIMA;CUNDINAMARCA;A;OFICIAL;MAÑANA;43,51;45,06;44,39;44,72;40,31;41,61;46,04;44,47;9,59;4,95;6,03;6,39;7,49;6,27;6,19;7,83;90;20122
027698;COLEGIO DEPARTAMENTAL ENRIQUE SANTOS MONTEJO;25799;TENJO;CUNDINAMARCA;F;OFICIAL;MAÑANA;42,01;44,57;44,07;43,24;40,43;41,47;44,15;42,96;10,10;5,58;7,58;6,47;8,18;5,63;5,93;8,51;127;20122
027722;INSTITUCIÓN EDUCATIVA JUAN JOSE REYES PATRIA;15296;GAMEZA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;43,76;46,24;42,86;44,16;39,14;42,92;44,24;44,03;8,58;4,65;8,79;6,34;6,46;6,03;4,32;7,27;37;20122
027730;INSTITUCION EDUCATIVA TECNICA SAN LUIS;15299;GARAGOA;BOYACA;F;OFICIAL;SABATINA - DOMINICAL;44,67;42,07;42,40;41,13;36,80;37,33;44,80;39,20;9,96;5,74;5,67;6,25;8,62;9,26;7,60;11,21;15;20122
027748;COLEGIO NACIONALIZADO;15861;VENTAQUEMADA;BOYACA;A;OFICIAL;NOCHE;42,00;41,88;39,44;41,81;35,56;39,06;42,81;44,25;8,88;5,15;8,85;8,26;7,80;8,85;6,32;9,81;16;20122
027755;COLEGIO NUESTRA SEÑORA DE NAZARETH;08001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MAÑANA;53,38;47,33;47,46;49,88;45,00;54,42;51,88;49,42;10,76;5,30;8,63;8,52;7,56;13,58;5,80;6,89;24;20122
027763;COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA DE EL ESPINO;15248;EL ESPINO;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;48,52;46,13;43,70;47,48;40,91;45,22;45,30;45,87;9,11;5,58;4,53;5,15;8,37;6,61;6,33;8,80;23;20122
027789;COLEGIO DE BACHILLERATO MIXTO LEOPOLDO GARCIA;73520;PALOCABILDO;TOLIMA;A;OFICIAL;MAÑANA;44,46;45,09;42,95;43,60;37,33;39,30;46,11;43,67;10,65;4,89;7,76;7,27;8,29;5,24;5,92;7,89;57;20122
027797;COLEGIO DEPARTAMENTAL GERMAN PARDO GARCIA;73001;IBAGUE;TOLIMA;A;OFICIAL;MAÑANA;42,00;44,04;42,33;43,83;38,33;41,10;45,92;43,40;8,61;5,54;5,43;6,03;10,55;9,20;5,96;7,22;48;20122
027821;COLEGIO DEPARTAMENTAL GERMAN PARDO GARCIA;73001;IBAGUE;TOLIMA;A;OFICIAL;TARDE;45,50;43,36;43,27;43,86;40,55;40,64;44,00;43,73;7,26;4,67;5,91;5,89;5,85;5,23;6,43;8,37;22;20122
027839;COLEGIO COOPERATIVO MINUTO DE DIOS;11001;BOGOTÁ D.C.;BOGOTA;F;NO OFICIAL;NOCHE;41,95;44,50;43,45;44,80;41,15;42,95;50,35;45,95;8,17;6,14;7,19;6,99;7,71;11,02;6,88;8,79;20;20121
027839;COLEGIO COOPERATIVO MINUTO DE DIOS;11001;BOGOTÁ D.C.;BOGOTA;F;NO OFICIAL;NOCHE;48,22;46,22;45,15;45,85;43,63;45,56;49,22;47,04;9,71;5,79;6,95;6,63;7,74;12,53;5,54;7,57;27;20122
027847;INSTITUTO INTEGRADO ANTONIO NARIÑO;15469;MONIQUIRA;BOYACA;A;OFICIAL;MAÑANA;46,91;46,26;42,94;43,92;39,78;42,73;45,42;43,87;8,22;5,46;7,02;6,88;7,68;6,84;5,28;6,50;77;20122
027854;COLEGIO VALDIVIA;05854;VALDIVIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;40,42;41,83;43,83;40,97;38,42;38,64;43,56;42,25;10,10;4,78;4,99;7,56;7,28;4,91;5,46;6,90;36;20122
027862;INSTITUCION EDUCATIVA ROMAN GOMEZ;05440;MARINILLA;ANTIOQUIA;A;OFICIAL;MAÑANA;44,21;44,73;41,30;44,88;42,63;46,31;47,36;45,08;10,15;5,29;6,24;6,79;7,83;7,50;6,33;8,20;121;20122
027870;INSTITUCION EDUCATIVA RURAL PRESBITERO GABRIEL YEPES YEPES;05240;EBEJICO;ANTIOQUIA;A;OFICIAL;MAÑANA;49,71;48,54;46,57;47,86;40,43;45,34;48,03;45,20;10,37;5,52;8,30;9,13;8,48;8,74;5,84;7,80;35;20122
027896;LICEO JOSE MARIA BRAVO MARQUEZ;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;47,10;47,17;44,53;46,45;41,35;47,17;48,49;44,48;10,03;7,28;7,22;7,37;7,67;9,28;6,72;9,13;143;20122
027904;LICEO CARMELITA ARCILA;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;45,74;44,10;43,16;45,30;40,54;45,17;47,91;45,47;10,16;5,37;7,58;6,69;7,12;11,32;6,32;9,22;151;20122
027912;COLEGIO LATINO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;51,00;44,86;44,62;46,52;37,95;53,43;47,38;47,48;11,04;7,40;7,12;8,66;8,35;15,43;6,01;10,37;21;20122
027920;COLEGIO DOMINGO SABIO;08001;BARRANQUILLA;ATLANTICO;F;NO OFICIAL;NOCHE;45,36;43,21;43,29;43,07;38,71;41,71;45,07;42,71;6,66;4,08;7,62;7,70;8,18;4,50;6,67;5,12;14;20122
027938;COLEGIO DOMINGO SABIO;08001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MAÑANA;41,22;44,74;45,48;46,00;40,83;45,26;44,61;45,43;11,26;4,16;7,34;8,45;8,02;10,51;8,57;8,59;23;20122
027946;INSTITUTO LA SALLE;08001;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;MAÑANA;56,41;51,41;51,31;51,34;47,59;55,99;53,63;51,82;13,24;6,49;9,42;7,76;7,38;12,39;7,33;7,92;122;20122
027961;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;19517;PAEZ (BELALCAZAR);CAUCA;A;OFICIAL;COMPLETA U ORDINARIA;45,71;45,68;45,15;45,05;40,33;40,47;46,44;46,57;8,27;5,39;6,83;6,51;7,48;6,74;6,34;7,07;79;20122
027987;INSTITUCION EDUCATIVA EVELINO SALDARRIAGA;05360;ITAGUI;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;45,74;43,66;44,02;44,66;40,45;43,71;46,61;44,63;9,14;5,36;7,95;7,33;8,32;7,99;6,48;9,65;163;20122
027995;INSTITUCION EDUCATIVA SANTA ELENA;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;44,07;44,22;43,00;44,12;36,99;42,61;46,21;44,69;11,03;5,09;6,82;8,34;9,96;9,21;5,64;8,75;85;20122
028001;LICEO RICARDO RENDON BRAVO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;47,38;44,01;44,35;45,27;40,89;42,14;46,08;43,49;9,24;4,99;7,26;6,97;7,55;8,63;6,27;9,04;71;20122
028019;LICEO CRISTO REY;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;44,67;44,86;43,01;43,64;42,16;42,93;47,18;45,16;9,49;5,08;5,52;6,44;7,34;6,38;6,04;7,59;73;20122
028035;INSTITUTO INTEGRADO ACADEMICO ANTONIO NARIÑO;15469;MONIQUIRA;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;42,05;44,12;43,57;43,49;36,34;40,39;42,13;40,53;10,01;5,80;6,33;7,19;8,29;5,88;5,60;7,29;108;20122
028043;INSTITUCION EDUCATIVA SAN PEDRO CLAVER;15572;PUERTO BOYACA;BOYACA;A;OFICIAL;TARDE;44,02;44,63;43,08;44,04;39,96;43,35;46,80;45,67;8,49;6,30;7,09;5,22;7,93;5,81;6,23;6,98;51;20122
028050;INSTITUTO SAN ANDRES;66594;QUINCHIA;RISARALDA;A;OFICIAL;NOCHE;38,58;42,58;41,75;39,63;34,71;38,29;44,00;40,75;9,45;3,35;6,13;4,76;8,29;6,62;6,28;8,99;24;20122
028118;INSTITUCION EDUCATIVA TECNICO AGRICOLA;41396;LA PLATA;HUILA;A;OFICIAL;COMPLETA U ORDINARIA;39,48;42,77;41,35;41,42;36,15;38,08;42,50;39,25;9,11;4,17;6,13;6,29;7,34;5,20;5,05;7,75;52;20122
028134;COLEGIO MIXTO DEPARTAMENTAL DE BACHILLERATO LA INMACULADA;23068;AYAPEL;CORDOBA;A;OFICIAL;TARDE;43,45;45,61;44,44;45,00;39,25;40,05;44,74;43,97;9,95;5,19;6,72;7,28;8,15;6,58;5,17;8,09;87;20122
028159;COLEGIO DE BACHILLERATO FEMENINO DOLORES MARIA UCROS;08758;SOLEDAD;ATLANTICO;A;OFICIAL;MAÑANA;44,51;44,63;43,34;44,41;39,01;45,19;45,89;42,00;9,14;7,47;5,78;6,55;7,53;6,58;5,35;8,77;93;20122
028175;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SAN RAFAEL;73616;RIOBLANCO;TOLIMA;A;OFICIAL;COMPLETA U ORDINARIA;44,46;43,32;43,29;44,39;38,18;42,29;44,14;43,57;7,90;4,48;6,52;5,95;9,22;5,53;6,13;6,62;28;20122
028183;LICEO SANTO DOMINGO SAVIO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;44,75;44,46;43,56;45,49;39,35;43,91;47,48;44,95;10,19;5,40;7,73;7,43;8,91;8,13;5,55;8,14;140;20122
